Date,SPY_Open,SPY_High,SPY_Low,SPY_Close,SPY_Adj Close,SPY_Volume,VIX_Open,VIX_High,VIX_Low,VIX_Close,VIX_Adj Close,VIX_Volume,SPY_5_MA_Close,SPY_20_MA_Close,SPY_Volume_5_MA,SPY_Volume_5_SD,SPY_Volume_Z_5,SPY_Volume_20_MA,SPY_Volume_20_SD,SPY_Volume_Z_20,SPY_Oscillator_5,SPY_Oscillator_20,SPY_Percent_Close_Change,SPY_Percent_Change:High_To_Previous_Close,SPY_Percent_Change:Low_To_Previous_Close,SPY_Percent_Close_Change_Label,SPY_Percent_Change:High_To_Previous_Close_Label,SPY_Percent_Change:Low_To_Previous_Close_Label
1993-02-19,43.40625,43.5625,43.34375,43.5625,24.473421,34900,15.74,15.74,15.0,15.02,15.02,0.0,43.69375,,208240.0,168906.95071547525,-1.0262455113051696,,,,-0.30038621084251504,,0.3586800573888092,0.3586800573888092,-0.1434720229555237,0.35739814152966404,0.5003573981415297,0.0
1993-02-22,43.6875,43.78125,43.5625,43.71875,24.561205,513600,15.03,15.25,14.34,14.7,14.7,0.0,43.51875,,302460.0,184055.8149040665,1.1471520207609323,,,,0.4595720235530728,,0.35739814152966404,0.5003573981415297,0.0,-0.07153075822603719,0.35765379113018597,-0.5722460658082975
1993-02-23,43.84375,43.875,43.46875,43.6875,24.543659,373700,15.1,15.43,14.6,15.04,15.04,0.0,43.5625,,302240.0,183948.35688312084,0.38847859916142147,,,,0.2869440459110474,,-0.07153075822603719,0.35765379113018597,-0.5722460658082975,1.2711864406779663,1.2711864406779663,0.07062146892655367
1993-02-24,43.71875,44.25,43.71875,44.25,24.859673,26300,14.0,15.03,14.0,14.72,14.72,0.0,43.725,,265320.0,221547.08754574045,-1.0788677145243541,,,,1.2006861063464804,,1.2711864406779663,1.2711864406779663,0.07062146892655367,0.21141649048625794,0.28188865398167723,-0.28188865398167723
1993-02-25,44.21875,44.375,44.125,44.34375,24.912331,44500,12.99,14.79,12.95,13.76,13.76,0.0,43.9125,,198600.0,229192.49551414198,-0.6723605834227303,,,,0.9820666097352657,,0.21141649048625794,0.28188865398167723,-0.28188865398167723,0.14074595355383532,0.211118930330753,-0.3518648838845883
1993-02-26,44.4375,44.4375,44.1875,44.40625,24.947445,66200,13.47,13.82,13.12,13.16,13.16,0.0,44.08125,44.2734375,204860.0,223971.50041913812,-0.6190966249746642,321040.0,259305.38265466876,-0.9827794448038297,0.7372749184744146,0.29998235397917766,0.14074595355383532,0.211118930330753,-0.3518648838845883,-0.2822865208186309,0.35285815102328866,-0.4234297812279464
1993-03-01,44.5625,44.5625,44.21875,44.28125,24.877224,66500,13.13,14.11,13.07,13.6,13.6,0.0,44.19375,44.290625,115440.0,145341.2811282465,-0.3367247049158472,274205.0,209400.69239065135,-0.9919021643563245,0.19799179748267248,-0.02116700769067625,-0.2822865208186309,0.35285815102328866,-0.4234297812279464,1.4603616133518775,1.4603616133518775,-0.06954102920723226
1993-03-02,44.3125,44.9375,44.25,44.9375,25.245903,182400,13.76,13.8,12.49,12.49,12.49,0.0,44.44375,44.325,77180.0,61160.91071918391,1.7203798760144426,259300.0,204495.7469638813,-0.37604694054386534,1.1109548586696634,1.3818386914833551,1.4603616133518775,1.4603616133518775,-0.06954102920723226,0.41551246537396125,0.48476454293628807,0.0
1993-03-03,45.0,45.15625,44.9375,45.125,25.351229,280100,13.14,13.71,12.93,13.13,13.13,0.0,44.61875,44.3640625,127940.0,100830.91291860837,1.509061017059569,263240.0,204078.1413808781,0.08261541332118268,1.134612690853064,1.7152114957912097,0.41551246537396125,0.48476454293628807,0.0,-0.5571030640668524,0.1392757660167131,-0.5571030640668524
1993-03-04,45.1875,45.1875,44.875,44.875,25.210787,89500,12.52,14.02,12.5,13.44,13.44,0.0,44.725,44.3671875,136940.0,93244.15799394611,-0.5087718203544725,241245.0,197481.3394915287,-0.7684017152745177,0.3353828954723277,1.1445677055819687,-0.5571030640668524,0.1392757660167131,-0.5571030640668524,-0.27932960893854747,0.5586592178770949,-0.34916201117318435
1993-03-05,44.9375,45.125,44.71875,44.75,25.140568,40000,13.2,14.13,12.98,14.08,14.08,0.0,44.79375,44.3546875,131700.0,98784.89256966363,-0.9282795943249387,216670.0,189896.3265629571,-0.9303497502961326,-0.09766987581973564,0.8912530383626373,-0.27932960893854747,0.5586592178770949,-0.34916201117318435,2.185792349726776,2.185792349726776,0.20491803278688525
1993-03-08,44.84375,45.75,44.84375,45.75,25.702372,50800,15.0,16.299999,14.95,16.219999,16.219999,0.0,45.0875,44.39375,128560.0,101585.29913328988,-0.7654650885850249,194605.0,181668.5196348442,-0.7915790819953269,1.4693651233712257,3.055047163170498,2.185792349726776,2.185792349726776,0.20491803278688525,-0.3427004797806717,-0.1370801919122687,-0.5483207676490748
1993-03-09,45.65625,45.6875,45.5,45.59375,25.614574,169300,14.02,15.43,13.78,14.17,14.17,0.0,45.21875,44.425,125940.0,100006.2148068808,0.4335730542719898,173265.0,155156.92658860266,-0.025554772752834718,0.82930200414651,2.6308384918401866,-0.3427004797806717,-0.1370801919122687,-0.5483207676490748,0.2051983584131327,0.2051983584131327,-0.4103967168262654
1993-03-10,45.59375,45.6875,45.40625,45.6875,25.667259,194400,14.63,14.72,13.85,13.91,13.91,0.0,45.33125,44.4765625,108800.0,69745.14320008228,1.2273256039411073,176880.0,154743.80048801203,0.11321939841691604,0.7858817041224384,2.722641840857193,0.2051983584131327,0.2051983584131327,-0.4103967168262654,-0.2743484224965706,0.3429355281207133,-0.411522633744856
1993-03-11,45.71875,45.84375,45.5,45.5625,25.597021,70900,13.97,14.27,13.92,14.26,14.26,0.0,45.46875,44.51875,105080.0,71505.71305846817,-0.47800376414751633,161445.0,148738.3448773116,-0.6087535804885216,0.2061855670103093,2.344517759371058,-0.2743484224965706,0.3429355281207133,-0.411522633744856,-1.0395010395010396,-0.7623007623007623,-1.6632016632016633
1993-03-12,45.1875,45.21875,44.8125,45.09375,25.333681,643600,15.6,16.370001,14.91,15.66,15.66,0.0,45.5375,44.5265625,225800.0,241533.67260073696,1.7297795189436673,192650.0,179647.1439121409,2.5101985491099366,-0.9744715893494404,1.273818296662813,-1.0395010395010396,-0.7623007623007623,-1.6632016632016633,0.4827586206896552,0.4827586206896552,-0.06896551724137931
1993-03-15,45.0625,45.3125,45.0625,45.3125,25.456577,310800,15.01,15.06,14.63,14.74,14.74,0.0,45.45,44.5625,277800.0,221604.41105718087,0.14891400330242058,206065.0,177853.27860493967,0.5888842804671868,-0.3025302530253088,1.6830294530154277,0.4827586206896552,0.4827586206896552,-0.06896551724137931,0.0,0.27586206896551724,0.0
1993-03-16,45.3125,45.4375,45.3125,45.3125,25.456577,30800,13.05,14.68,13.05,14.51,14.51,0.0,45.39375,44.6546875,250100.0,245883.28532049508,-0.8918865701430446,188865.0,177309.34987369264,-0.8914645511508476,-0.1789893983202471,1.47310962594912,0.0,0.27586206896551724,0.0,-0.6245662734212353,-0.13879250520471895,-0.7633587786259541
1993-03-17,45.25,45.25,44.96875,45.03125,25.298573,21800,15.06,15.18,14.4,14.53,14.53,0.0,45.2625,44.734375,215580.0,266877.59741124767,-0.7261006614256678,179410.0,181074.38686613672,-0.8704157596652071,-0.5109085887876339,0.6636395389451625,-0.6245662734212353,-0.13879250520471895,-0.7633587786259541,0.6206896551724138,1.0344827586206897,0.41379310344827586
1993-03-18,45.21875,45.5,45.21875,45.3125,25.456577,59300,14.33,15.07,14.17,14.17,14.17,0.0,45.2125,44.8296875,213260.0,268495.2662524984,-0.5734179307847197,163470.0,176640.8431639868,-0.5897277103874127,0.2211777716339539,1.0769927851939665,0.6206896551724138,1.0344827586206897,0.41379310344827586,-0.6245662734212353,-0.06939625260235947,-0.6245662734212353
1993-03-19,45.28125,45.28125,45.03125,45.03125,25.418049,66900,13.89,13.89,13.11,13.23,13.23,0.0,45.2,44.903125,97920.0,120489.61366026527,-0.2574495764212886,165070.0,175556.57087943857,-0.5591929684444401,-0.37334070796460805,0.28533648827335995,-0.6245662734212353,-0.06939625260235947,-0.6245662734212353,-0.5582693649685974,-0.34891835310537334,-1.04675505931612
1993-03-22,44.59375,44.875,44.5625,44.78125,25.276943,183400,13.97,14.42,13.65,13.66,13.66,0.0,45.09375,44.95625,72440.0,64833.96486410487,1.7114486246919733,148560.0,155426.96846530773,0.22415672353396318,-0.693000693000693,-0.38926734325037604,-0.5582693649685974,-0.34891835310537334,-1.04675505931612,0.20891364902506965,0.34818941504178275,0.06963788300835655
1993-03-23,44.90625,44.9375,44.8125,44.875,25.329861,55200,12.71,13.37,12.69,13.02,13.02,0.0,45.00625,45.015625,77320.0,61761.69524875418,-0.3581507908892153,132635.0,147246.52895560442,-0.525886759771071,-0.2916261630329152,-0.31239153071850057,0.20891364902506965,0.34818941504178275,0.06963788300835655,0.0,0.4178272980501393,-0.6267409470752089
1993-03-24,44.8125,45.0625,44.59375,44.875,25.329861,37200,12.23,12.89,12.06,12.44,12.44,0.0,44.975,45.046875,80400.0,58604.052760879815,-0.7371503840573541,133180.0,146851.88241361096,-0.6535837227450079,-0.22234574763757958,-0.3815469996531391,0.0,0.4178272980501393,-0.6267409470752089,0.6228373702422145,0.8304498269896194,-0.06920415224913494
1993-03-25,44.90625,45.25,44.84375,45.15625,25.4886,110100,12.71,12.81,12.04,12.08,12.08,0.0,44.94375,45.0875,90560.0,58434.775604942515,0.334389921030984,136460.0,145493.2459998708,-0.18117679496973632,0.47281323877068243,0.15248128638758288,0.6228373702422145,0.8304498269896194,-0.06920415224913494,-0.5567153792623522,0.0,-0.6263048016701461
1993-03-26,45.125,45.15625,44.875,44.90625,25.3475,101500,10.66,12.38,10.66,12.21,12.21,0.0,44.91875,45.1125,97480.0,56962.592988732395,0.07057263002046246,138225.0,144808.55555925507,-0.25361070592940405,-0.027828022818985037,-0.45719035743972775,-0.5567153792623522,0.0,-0.6263048016701461,0.4158004158004158,0.9009009009009009,0.0693000693000693
1993-03-29,44.9375,45.3125,44.9375,45.09375,25.453342,87100,13.04,13.04,12.27,12.63,12.63,0.0,44.98125,45.153125,78220.0,31023.007591140882,0.28623917181182096,139255.0,144344.05343885097,-0.3613242025387255,0.25010421008753014,-0.13149698941103818,0.4158004158004158,0.9009009009009009,0.0693000693000693,0.27643400138217,0.27643400138217,0.0
1993-03-30,45.15625,45.21875,45.09375,45.21875,25.523895,56000,12.58,12.82,12.23,12.23,12.23,0.0,45.05,45.1671875,78380.0,30876.31778564252,-0.724827363009157,132935.0,145120.63321323573,-0.5301451509445532,0.37458379578247025,0.11415920019373099,0.27643400138217,0.27643400138217,0.0,-0.06915629322268327,0.5532503457814661,-0.06915629322268327
1993-03-31,45.34375,45.46875,45.1875,45.1875,25.50626,111600,12.29,12.9,12.19,12.53,12.53,0.0,45.1125,45.1703125,93260.0,22989.62809616512,0.7977510520520025,124510.0,140958.74685804156,-0.09158707982131509,0.1662510390690005,0.038050434120858866,-0.06915629322268327,0.5532503457814661,-0.06915629322268327,-0.3469812630117973,0.13879250520471895,-0.5551700208188758
1993-04-01,45.25,45.25,44.9375,45.03125,25.418049,129500,13.04,14.05,12.7,13.02,13.02,0.0,45.0875,45.178125,97140.0,27697.346443296417,1.1683429698310352,126510.0,140719.4293247157,0.021247954275741523,-0.12475741613528935,-0.3251020266998717,-0.3469812630117973,0.13879250520471895,-0.5551700208188758,-2.1261516654854713,-0.8504606661941885,-2.1261516654854713
1993-04-02,44.65625,44.65625,44.09375,44.09375,24.888887,59400,14.27,14.85,13.99,14.5,14.5,0.0,44.925,45.1453125,88720.0,32091.229331391853,-0.913645273517739,127480.0,140157.45882099128,-0.48573940033367463,-1.850306065664991,-2.3292839095974864,-2.1261516654854713,-0.8504606661941885,-2.1261516654854713,0.4936530324400564,0.7757404795486601,0.21156558533145275
1993-04-05,44.4375,44.4375,44.1875,44.3125,25.012352,172200,14.43,15.06,14.06,14.12,14.12,0.0,44.76875,45.0734375,105740.0,49084.80416585142,1.3539831956024508,133550.0,139287.90894742924,0.2774828073166601,-1.019126064498109,-1.6882171456303885,0.4936530324400564,0.7757404795486601,0.21156558533145275,-0.2828854314002829,0.21216407355021216,-0.5657708628005658
1993-04-06,44.40625,44.40625,44.0625,44.1875,24.941799,129700,13.73,14.84,13.72,14.24,14.24,0.0,44.5625,45.003125,120480.0,40776.67225264937,0.2261096722869766,131570.0,139034.19912494824,-0.013449928231826294,-0.8415147265077139,-1.8123741406846683,-0.2828854314002829,0.21216407355021216,-0.5657708628005658,0.3523608174770966,0.3523608174770966,-0.07047216349541931
1993-04-07,44.25,44.34375,44.15625,44.34375,25.029997,28000,13.75,14.58,13.58,13.64,13.64,0.0,44.39375,44.9359375,103760.0,58580.82450768327,-1.2932559525525895,123250.0,140051.5600544463,-0.6801066690222566,-0.11262846684498867,-1.3178483257415101,0.3523608174770966,0.3523608174770966,-0.07047216349541931,-0.14114326040931546,0.4234297812279464,-0.5645730416372619
1993-04-08,44.53125,44.53125,44.09375,44.28125,24.994717,180800,12.33,13.65,12.16,12.83,12.83,0.0,44.24375,44.871875,114020.0,67957.94287645842,0.982666590149737,128745.0,140045.46808654294,0.3717007105708835,0.08475773414324378,-1.3162476495577748,-0.14114326040931546,0.4234297812279464,-0.5645730416372619,1.3917884481558804,1.4613778705636742,0.8350730688935281
1993-04-12,44.71875,44.9375,44.65625,44.90625,25.3475,348500,12.33,12.78,11.52,11.93,11.93,0.0,44.40625,44.8625,171840.0,115925.50625293808,1.5239096701854828,113990.0,89296.76071215673,2.626187088196069,1.1259676284306825,0.09752020061299047,1.3917884481558804,1.4613778705636742,0.8350730688935281,0.20833333333333334,0.5555555555555556,-0.1388888888888889
1993-04-13,44.875,45.15625,44.84375,45.0,25.400425,146100,12.59,12.95,11.48,11.7,11.7,0.0,44.54375,44.846875,166620.0,116491.48895949431,-0.17615020791034,105755.0,76929.52670429823,0.5244410271114515,1.0242738880314233,0.3414396209323456,0.20833333333333334,0.5555555555555556,-0.1388888888888889,-0.13908205841446453,0.13908205841446453,-0.2086230876216968
1993-04-14,45.03125,45.0625,44.90625,44.9375,25.365139,119600,12.33,12.41,11.61,11.76,11.76,0.0,44.69375,44.828125,164600.0,117375.95580015519,-0.38338345952741115,110195.0,74911.89544356313,0.12554748407194566,0.5453782687735949,0.24398745207389336,-0.13908205841446453,0.13908205841446453,-0.2086230876216968,0.0,0.2086230876216968,-0.4172461752433936
1993-04-15,44.90625,45.03125,44.75,44.9375,25.365139,148600,11.96,11.97,10.71,10.96,10.96,0.0,44.8125,44.8234375,188720.0,91918.48018760963,-0.4364737092923352,116535.0,72359.26649274706,0.4431360564332702,0.2789400278940028,0.25447066615540775,0.0,0.2086230876216968,-0.4172461752433936,0.0,0.2086230876216968,-0.13908205841446453
1993-04-16,44.96875,45.03125,44.875,44.9375,25.365139,47900,11.11,11.5,10.74,11.29,11.29,0.0,44.94375,44.8046875,162140.0,111838.15538536025,-1.0214760750153982,115965.0,72876.9061319729,-0.9339721403202956,-0.013906271728552739,0.29642545771578027,0.0,0.2086230876216968,-0.13908205841446453,-0.41899441340782123,0.27932960893854747,-0.4888268156424581
1993-04-19,44.9375,45.0625,44.71875,44.75,25.259308,157000,11.39,12.35,11.39,12.06,12.06,0.0,44.9125,44.790625,123840.0,44701.823229036025,0.7418041951018444,120470.0,72467.9319278169,0.5040850349694872,-0.36181463957695836,-0.09069978371589721,-0.41899441340782123,0.27932960893854747,-0.4888268156424581,-0.4912280701754386,0.0,-1.1228070175438596
1993-04-20,44.6875,44.75,44.25,44.53125,25.135818,279500,11.82,12.54,11.75,11.94,11.94,0.0,44.81875,44.778125,150520.0,83917.26282476082,1.5369900740130296,125275.0,79686.56279118614,1.9353953113040823,-0.6414725979640249,-0.5513294717007531,-0.4912280701754386,0.0,-1.1228070175438596,-0.0702247191011236,0.21067415730337077,-0.35112359550561795
1993-04-21,44.625,44.625,44.375,44.5,25.118196,67900,12.41,12.82,12.02,12.11,12.11,0.0,44.73125,44.759375,140180.0,91520.30922150551,-0.7897700588517635,125910.0,79147.5431011433,-0.732934943108323,-0.516976386754233,-0.5794875375270512,-0.0702247191011236,0.21067415730337077,-0.35112359550561795,-1.2802275960170697,0.42674253200568996,-1.2802275960170697
1993-04-22,44.3125,44.6875,43.9375,43.9375,24.800678,97700,11.58,13.01,11.45,12.68,12.68,0.0,44.53125,44.7125,130000.0,93165.65890927828,-0.34669426887704086,128935.0,76696.82814411812,-0.4072528259096646,-1.3333333333333335,-1.7332960581492842,-1.2802275960170697,0.42674253200568996,-1.2802275960170697,-0.4285714285714286,0.07142857142857142,-0.5714285714285714
1993-04-23,43.84375,43.96875,43.6875,43.75,24.694851,106000,13.2,13.98,12.92,13.36,13.36,0.0,44.29375,44.6421875,141620.0,83486.26833198371,-0.4266569905646858,128730.0,76755.27823441247,-0.2961359859915045,-1.2275998306758917,-1.998529977949666,-0.4285714285714286,0.07142857142857142,-0.5714285714285714,-0.7919366450683946,0.4319654427645789,-1.079913606911447
1993-04-26,43.78125,43.9375,43.28125,43.40625,24.500811,62600,14.06,15.45,13.99,15.25,15.25,0.0,44.025,44.5671875,122740.0,89589.58086741998,-0.6712834173094164,126785.0,77964.9467456536,-0.8232545865694213,-1.4054514480408826,-2.6049153314868767,-0.7919366450683946,0.4319654427645789,-1.079913606911447,1.0683760683760684,1.0683760683760684,-0.14245014245014245
1993-04-27,43.34375,43.875,43.34375,43.875,24.765398,156800,15.39,15.45,13.93,13.93,13.93,0.0,43.89375,44.50625,98200.0,37684.54590412341,1.555014093816851,130270.0,77654.8442925825,0.3416399870694753,-0.04271678769755867,-1.4183401207695578,1.0683760683760684,1.0683760683760684,-0.14245014245014245,-0.21413276231263384,0.07137758743754462,-0.35688793718772305
1993-04-28,43.8125,43.90625,43.71875,43.78125,24.712494,85900,13.78,13.78,11.28,13.12,13.12,0.0,43.75,44.434375,101800.0,34817.021699162964,-0.45667317949778147,131765.0,76427.87638992499,-0.6001082611009992,0.07142857142857142,-1.4698642661227996,-0.21413276231263384,0.07137758743754462,-0.35688793718772305,0.42643923240938164,0.42643923240938164,-0.35536602700781805
1993-04-29,43.875,43.96875,43.625,43.96875,24.818329,85000,13.24,13.44,12.8,12.8,12.8,0.0,43.75625,44.3734375,99260.0,35644.32633673955,-0.4000636697488049,130435.0,77026.36100370868,-0.5898629950571388,0.485644907870301,-0.9120039438008413,0.42643923240938164,0.42643923240938164,-0.35536602700781805,0.14194464158977999,0.7097232079488999,0.14194464158977999
1993-04-30,44.125,44.28125,44.03125,44.03125,24.853615,88500,11.26,12.67,11.25,12.42,12.42,0.0,43.8125,44.3234375,95760.0,35676.22457603922,-0.2034968690290156,128385.0,77596.04083090546,-0.5140081835736436,0.4992867332382311,-0.6592166954559813,0.14194464158977999,0.7097232079488999,0.14194464158977999,0.6346967559943583,0.6346967559943583,-0.2820874471086037
1993-05-03,44.09375,44.3125,43.90625,44.3125,25.012352,80500,13.25,13.52,12.79,12.9,12.9,0.0,43.99375,44.334375,99340.0,32250.472864750136,-0.5841774810251597,129440.0,76747.55199250381,-0.6376750623235531,0.7245347350475952,-0.049340945936423866,0.6346967559943583,0.6346967559943583,-0.2820874471086037,0.35137034434293746,0.7027406886858749,0.07027406886858749
1993-05-04,44.40625,44.625,44.34375,44.46875,25.100557,149100,13.05,13.07,12.1,12.14,12.14,0.0,44.1125,44.3421875,97800.0,28822.38713222735,1.7798664546643195,128285.0,76242.33024411439,0.27301106791140917,0.8075942193255945,0.2854223193206212,0.35137034434293746,0.7027406886858749,0.07027406886858749,0.2803083391730904,0.6306937631394535,0.0
1993-05-05,44.46875,44.75,44.46875,44.59375,25.171097,109000,12.12,12.75,11.96,12.38,12.38,0.0,44.275,44.3625,102420.0,28284.394990877652,0.2326371132252324,127250.0,76362.51836160384,-0.23899159419520086,0.7199322416713753,0.5212735981966815,0.2803083391730904,0.6306937631394535,0.0,-0.35161744022503516,-0.07032348804500703,-0.42194092827004215
1993-05-06,44.53125,44.5625,44.40625,44.4375,25.082918,54700,12.83,13.72,12.58,13.22,13.22,0.0,44.36875,44.3671875,96360.0,35320.50396016434,-1.1794848693831086,128585.0,74752.48473251025,-0.9883952388256471,0.15495140160586318,0.15847860538827258,-0.35161744022503516,-0.07032348804500703,-0.42194092827004215,-0.21141649048625794,0.07047216349541931,-0.3523608174770966
1993-05-07,44.46875,44.46875,44.28125,44.34375,25.029997,68000,12.93,13.48,12.87,13.01,13.01,0.0,44.43125,44.3703125,92260.0,37578.624243045204,-0.6455797807576704,122945.0,74860.81453358322,-0.7339620914136753,-0.19693346462230657,-0.05986547874774864,-0.21141649048625794,0.07047216349541931,-0.3523608174770966,0.21097046413502107,0.7735583684950774,0.14064697609001406
1993-05-10,44.40625,44.6875,44.40625,44.4375,25.082918,113900,13.42,14.71,13.25,13.72,13.72,0.0,44.45625,44.346875,98940.0,37932.47948658227,0.39438497568532926,111215.0,52782.36622405718,0.05086926168869309,-0.04217629692112393,0.2043548728067149,0.21097046413502107,0.7735583684950774,0.14064697609001406,0.42016806722689076,0.42016806722689076,-0.2801120448179272
1993-05-11,44.4375,44.625,44.3125,44.625,25.188742,42600,13.62,14.19,13.35,13.35,13.35,0.0,44.4875,44.328125,77640.0,32191.66041073347,-1.0884806671331817,106040.0,54235.85335802922,-1.169705943063366,0.3090755830289471,0.6697215368346845,0.42016806722689076,0.42016806722689076,-0.2801120448179272,-0.1402524544179523,-0.07012622720897616,-0.42075736325385693
1993-05-12,44.4375,44.59375,44.4375,44.5625,25.153477,31000,12.98,14.11,12.87,13.56,13.56,0.0,44.48125,44.309375,62040.0,32094.594560454956,-0.9671410536603455,101610.0,56635.33302955308,-1.2467482086342592,0.18266123366586404,0.5712673672332258,-0.1402524544179523,-0.07012622720897616,-0.42075736325385693,-1.20652945351313,-0.42583392476933996,-1.27750177430802
1993-05-13,44.375,44.375,44.0,44.03125,24.853615,129100,14.63,14.79,14.18,14.76,14.76,0.0,44.4,44.2640625,76920.0,43175.073827383145,1.2085677075763472,100635.0,55947.477954539194,0.5087807536763245,-0.830518018018015,-0.5259627943097211,-1.20652945351313,-0.42583392476933996,-1.27750177430802,-0.07102272727272728,0.2840909090909091,-0.14204545454545456
1993-05-14,44.03125,44.15625,43.96875,44.0,24.835968,63500,14.63,14.97,14.02,14.39,14.39,0.0,44.33125,44.2171875,76020.0,43453.50388633792,-0.28812406089849,101415.0,55278.31282176598,-0.6858928586016987,-0.7472155646411892,-0.4911834340436089,-0.07102272727272728,0.2840909090909091,-0.14204545454545456,0.3538570417551309,0.3538570417551309,-0.14154281670205238
1993-05-17,44.125,44.15625,43.9375,44.15625,24.92415,34000,14.85,14.85,14.1,14.13,14.13,0.0,44.275,44.1875,60040.0,40641.14909792764,-0.6407299148273301,95265.0,55609.91273807941,-1.1016920722130215,-0.2682100508187433,-0.07072135785007072,0.3538570417551309,0.3538570417551309,-0.14154281670205238,-0.0708215297450425,0.141643059490085,-0.424929178470255
